keyword,count,perc
administration,1,0.034482758620689655
care,10,0.3448275862068966
case,1,0.034482758620689655
disease,6,0.20689655172413793
emergency,2,0.06896551724137931
healthcare,4,0.13793103448275862
invention,1,0.034482758620689655
level,7,0.2413793103448276
management,7,0.2413793103448276
member,2,0.06896551724137931
method,20,0.6896551724137931
patient,26,0.896551724137931
plan,2,0.06896551724137931
resource,1,0.034482758620689655
risk,26,0.896551724137931
room,1,0.034482758620689655
event,9,0.3103448275862069
monitoring,6,0.20689655172413793
network,2,0.06896551724137931
score,6,0.20689655172413793
sign,1,0.034482758620689655
condition,10,0.3448275862068966
determine,6,0.20689655172413793
health,12,0.41379310344827586
information,5,0.1724137931034483
intervention,2,0.06896551724137931
model,14,0.4827586206896552
module,4,0.13793103448275862
notification,4,0.13793103448275862
number,2,0.06896551724137931
parameter,1,0.034482758620689655
plurality,11,0.3793103448275862
response,4,0.13793103448275862
store,3,0.10344827586206896
system,19,0.6551724137931034
display,1,0.034482758620689655
hospital,4,0.13793103448275862
interface,2,0.06896551724137931
location,2,0.06896551724137931
sensor,3,0.10344827586206896
status,2,0.06896551724137931
tag,1,0.034482758620689655
time,6,0.20689655172413793
user,1,0.034482758620689655
camera,1,0.034482758620689655
capture,1,0.034482758620689655
change,2,0.06896551724137931
detection,3,0.10344827586206896
image,4,0.13793103448275862
presence,1,0.034482758620689655
video,1,0.034482758620689655
cost,1,0.034482758620689655
field,1,0.034482758620689655
generate,2,0.06896551724137931
population,3,0.10344827586206896
processor,1,0.034482758620689655
record,7,0.2413793103448276
amount,1,0.034482758620689655
computer,5,0.1724137931034483
criterion,2,0.06896551724137931
factor,2,0.06896551724137931
identification,2,0.06896551724137931
medium,2,0.06896551724137931
service,1,0.034482758620689655
value,2,0.06896551724137931
determination,1,0.034482758620689655
example,2,0.06896551724137931
result,2,0.06896551724137931
state,2,0.06896551724137931
claim,1,0.034482758620689655
decision,2,0.06896551724137931
group,4,0.13793103448275862
index,3,0.10344827586206896
machine,7,0.2413793103448276
support,1,0.034482758620689655
analysis,3,0.10344827586206896
code,1,0.034482758620689655
indicator,4,0.13793103448275862
measure,3,0.10344827586206896
mechanism,1,0.034482758620689655
output,1,0.034482758620689655
relationship,1,0.034482758620689655
portion,1,0.034482758620689655
step,1,0.034482758620689655
apparatus,2,0.06896551724137931
marker,2,0.06896551724137931
configuration,1,0.034482758620689655
message,1,0.034482758620689655
server,2,0.06896551724137931
station,1,0.034482758620689655
transmit,1,0.034482758620689655
alert,1,0.034482758620689655
embodiment,1,0.034482758620689655
facility,1,0.034482758620689655
instruction,1,0.034482758620689655
order,1,0.034482758620689655
prediction,6,0.20689655172413793
treatment,1,0.034482758620689655
unit,1,0.034482758620689655
basis,1,0.034482758620689655
controller,1,0.034482758620689655
device,3,0.10344827586206896
medication,1,0.034482758620689655
provider,1,0.034482758620689655
assessment,5,0.1724137931034483
set,1,0.034482758620689655
target,3,0.10344827586206896
training,3,0.10344827586206896
engine,2,0.06896551724137931
outcome,3,0.10344827586206896
circuit,1,0.034482758620689655
heart,2,0.06896551724137931
input,3,0.10344827586206896
accordance,1,0.034482758620689655
algorithm,1,0.034482758620689655
probability,1,0.034482758620689655
signal,1,0.034482758620689655
use,1,0.034482758620689655
activity,1,0.034482758620689655
blood,3,0.10344827586206896
effect,1,0.034482758620689655
flow,1,0.034482758620689655
fluid,1,0.034482758620689655
vessel,1,0.034482758620689655
attribute,1,0.034482758620689655
client,1,0.034482758620689655
collection,2,0.06896551724137931
frequency,1,0.034482758620689655
item,1,0.034482758620689655
party,1,0.034482758620689655
recommendation,1,0.034482758620689655
source,1,0.034482758620689655
evaluation,1,0.034482758620689655
feature,3,0.10344827586206896
interest,2,0.06896551724137931
term,1,0.034482758620689655
function,1,0.034482758620689655
measurement,2,0.06896551724137931
database,1,0.034482758620689655
candidate,1,0.034482758620689655
combination,1,0.034482758620689655
context,1,0.034482758620689655
pattern,1,0.034482758620689655
series,1,0.034482758620689655
subject,1,0.034482758620689655
detector,1,0.034482758620689655
procedure,1,0.034482758620689655
processing,1,0.034482758620689655
resonance,1,0.034482758620689655
sample,1,0.034482758620689655
