keyword,count,perc
communication,15,0.17857142857142858
device,55,0.6547619047619048
health,13,0.15476190476190477
healthcare,3,0.03571428571428571
model,5,0.05952380952380952
monitoring,24,0.2857142857142857
sensor,62,0.7380952380952381
service,4,0.047619047619047616
signal,11,0.13095238095238096
technology,3,0.03571428571428571
application,3,0.03571428571428571
body,7,0.08333333333333333
candidate,1,0.011904761904761904
computer,11,0.13095238095238096
condition,16,0.19047619047619047
determine,11,0.13095238095238096
event,30,0.35714285714285715
information,27,0.32142857142857145
level,5,0.05952380952380952
measure,9,0.10714285714285714
method,47,0.5595238095238095
node,2,0.023809523809523808
plurality,13,0.15476190476190477
range,4,0.047619047619047616
selection,3,0.03571428571428571
system,54,0.6428571428571429
apparatus,16,0.19047619047619047
camera,2,0.023809523809523808
caregiver,3,0.03571428571428571
code,3,0.03571428571428571
combination,6,0.07142857142857142
delivery,11,0.13095238095238096
example,16,0.19047619047619047
identity,3,0.03571428571428571
medication,5,0.05952380952380952
number,5,0.05952380952380952
patient,24,0.2857142857142857
person,6,0.07142857142857142
support,5,0.05952380952380952
therapy,1,0.011904761904761904
treatment,5,0.05952380952380952
function,6,0.07142857142857142
location,6,0.07142857142857142
network,6,0.07142857142857142
notification,8,0.09523809523809523
provide,3,0.03571428571428571
status,2,0.023809523809523808
technique,1,0.011904761904761904
user,21,0.25
alarm,2,0.023809523809523808
area,2,0.023809523809523808
configuration,2,0.023809523809523808
data,1,0.011904761904761904
generate,6,0.07142857142857142
parameter,9,0.10714285714285714
report,3,0.03571428571428571
blood,6,0.07142857142857142
circuit,2,0.023809523809523808
detector,3,0.03571428571428571
energy,1,0.011904761904761904
heart,7,0.08333333333333333
multi,1,0.011904761904761904
pressure,10,0.11904761904761904
rate,5,0.05952380952380952
record,2,0.023809523809523808
sign,4,0.047619047619047616
temperature,5,0.05952380952380952
display,7,0.08333333333333333
injection,2,0.023809523809523808
measurement,9,0.10714285714285714
motion,5,0.05952380952380952
output,9,0.10714285714285714
processor,11,0.13095238095238096
interaction,3,0.03571428571428571
interface,7,0.08333333333333333
set,1,0.011904761904761904
alert,3,0.03571428571428571
attribute,3,0.03571428571428571
drug,16,0.19047619047619047
text,3,0.03571428571428571
message,6,0.07142857142857142
monitor,3,0.03571428571428571
product,5,0.05952380952380952
program,4,0.047619047619047616
response,5,0.05952380952380952
server,5,0.05952380952380952
state,10,0.11904761904761904
container,2,0.023809523809523808
content,2,0.023809523809523808
entry,1,0.011904761904761904
label,2,0.023809523809523808
memory,7,0.08333333333333333
store,6,0.07142857142857142
cause,3,0.03571428571428571
control,9,0.10714285714285714
instruction,3,0.03571428571428571
medium,4,0.047619047619047616
operation,7,0.08333333333333333
platform,5,0.05952380952380952
protocol,3,0.03571428571428571
software,2,0.023809523809523808
storage,4,0.047619047619047616
unit,6,0.07142857142857142
effect,4,0.047619047619047616
period,3,0.03571428571428571
substance,1,0.011904761904761904
time,10,0.11904761904761904
use,10,0.11904761904761904
value,10,0.11904761904761904
facility,2,0.023809523809523808
mechanism,3,0.03571428571428571
position,6,0.07142857142857142
association,3,0.03571428571428571
identification,3,0.03571428571428571
wireless,8,0.09523809523809523
aspect,1,0.011904761904761904
connection,2,0.023809523809523808
feedback,1,0.011904761904761904
management,3,0.03571428571428571
station,2,0.023809523809523808
action,4,0.047619047619047616
command,1,0.011904761904761904
embodiment,7,0.08333333333333333
processing,9,0.10714285714285714
surface,3,0.03571428571428571
detection,7,0.08333333333333333
portion,4,0.047619047619047616
disease,3,0.03571428571428571
evaluation,2,0.023809523809523808
invention,7,0.08333333333333333
prediction,1,0.011904761904761904
mode,2,0.023809523809523808
relationship,2,0.023809523809523808
source,1,0.011904761904761904
structure,1,0.011904761904761904
controller,3,0.03571428571428571
element,1,0.011904761904761904
end,2,0.023809523809523808
fluid,2,0.023809523809523808
movement,2,0.023809523809523808
analysis,7,0.08333333333333333
capture,3,0.03571428571428571
image,3,0.03571428571428571
indication,3,0.03571428571428571
marker,1,0.011904761904761904
transmit,5,0.05952380952380952
activity,3,0.03571428571428571
electrode,1,0.011904761904761904
frequency,3,0.03571428571428571
identifier,1,0.011904761904761904
perform,1,0.011904761904761904
power,2,0.023809523809523808
radiation,2,0.023809523809523808
amount,5,0.05952380952380952
component,6,0.07142857142857142
food,3,0.03571428571428571
part,5,0.05952380952380952
type,8,0.09523809523809523
member,1,0.011904761904761904
indicator,2,0.023809523809523808
input,3,0.03571428571428571
profile,1,0.011904761904761904
target,3,0.03571428571428571
infusion,1,0.011904761904761904
algorithm,2,0.023809523809523808
care,2,0.023809523809523808
acquisition,2,0.023809523809523808
query,1,0.011904761904761904
change,4,0.047619047619047616
