keyword,count,perc
application,7,0.05223880597014925
camera,2,0.014925373134328358
care,3,0.022388059701492536
comparison,5,0.03731343283582089
condition,4,0.029850746268656716
database,9,0.06716417910447761
determination,4,0.029850746268656716
device,47,0.35074626865671643
evaluation,4,0.029850746268656716
health,1,0.007462686567164179
healthcare,4,0.029850746268656716
image,134,1.0
indication,5,0.03731343283582089
method,95,0.7089552238805971
object,5,0.03731343283582089
patient,26,0.19402985074626866
plurality,24,0.1791044776119403
processor,19,0.1417910447761194
result,11,0.08208955223880597
computer,15,0.11194029850746269
generate,11,0.08208955223880597
generation,6,0.04477611940298507
identification,9,0.06716417910447761
information,36,0.26865671641791045
medium,7,0.05223880597014925
series,6,0.04477611940298507
storage,10,0.07462686567164178
system,86,0.6417910447761194
analysis,14,0.1044776119402985
determine,4,0.029850746268656716
display,24,0.1791044776119403
interest,10,0.07462686567164178
provide,2,0.014925373134328358
access,5,0.03731343283582089
identifier,1,0.007462686567164179
part,7,0.05223880597014925
platform,2,0.014925373134328358
server,6,0.04477611940298507
time,11,0.08208955223880597
collection,1,0.007462686567164179
algorithm,11,0.08208955223880597
cloud,3,0.022388059701492536
example,12,0.08955223880597014
notification,4,0.029850746268656716
processing,32,0.23880597014925373
product,4,0.029850746268656716
program,9,0.06716417910447761
order,3,0.022388059701492536
parameter,16,0.11940298507462686
rule,6,0.04477611940298507
technique,5,0.03731343283582089
attribute,3,0.022388059701492536
detection,4,0.029850746268656716
disclosure,11,0.08208955223880597
interaction,4,0.029850746268656716
interface,12,0.08955223880597014
source,6,0.04477611940298507
store,7,0.05223880597014925
user,15,0.11194029850746269
assessment,1,0.007462686567164179
number,8,0.05970149253731343
body,8,0.05970149253731343
change,6,0.04477611940298507
content,4,0.029850746268656716
data,3,0.022388059701492536
embodiment,11,0.08208955223880597
engine,3,0.022388059701492536
management,3,0.022388059701492536
response,6,0.04477611940298507
set,6,0.04477611940298507
model,19,0.1417910447761194
request,5,0.03731343283582089
communication,9,0.06716417910447761
feature,11,0.08208955223880597
process,13,0.09701492537313433
report,6,0.04477611940298507
structure,8,0.05970149253731343
study,5,0.03731343283582089
connection,4,0.029850746268656716
imaging,14,0.1044776119402985
network,17,0.12686567164179105
service,4,0.029850746268656716
tool,2,0.014925373134328358
client,5,0.03731343283582089
command,1,0.007462686567164179
selection,7,0.05223880597014925
step,4,0.029850746268656716
view,7,0.05223880597014925
environment,3,0.022388059701492536
transaction,1,0.007462686567164179
action,2,0.014925373134328358
apparatus,16,0.11940298507462686
measure,1,0.007462686567164179
point,7,0.05223880597014925
quality,7,0.05223880597014925
training,8,0.05970149253731343
memory,7,0.05223880597014925
reference,11,0.08208955223880597
invention,7,0.05223880597014925
procedure,2,0.014925373134328358
input,15,0.11194029850746269
examination,5,0.03731343283582089
machine,13,0.09701492537313433
region,19,0.1417910447761194
representation,2,0.014925373134328358
element,6,0.04477611940298507
label,2,0.014925373134328358
list,2,0.014925373134328358
site,1,0.007462686567164179
capture,4,0.029850746268656716
detector,3,0.022388059701492536
map,3,0.022388059701492536
