keyword,count,perc
body,2,0.10526315789473684
collection,3,0.15789473684210525
device,5,0.2631578947368421
display,5,0.2631578947368421
information,13,0.6842105263157895
interface,2,0.10526315789473684
measurement,6,0.3157894736842105
method,13,0.6842105263157895
monitoring,2,0.10526315789473684
operation,2,0.10526315789473684
parameter,3,0.15789473684210525
status,2,0.10526315789473684
step,1,0.05263157894736842
storage,2,0.10526315789473684
unit,19,1.0
access,2,0.10526315789473684
analysis,2,0.10526315789473684
input,2,0.10526315789473684
language,2,0.10526315789473684
part,4,0.21052631578947367
portion,2,0.10526315789473684
processing,6,0.3157894736842105
representation,1,0.05263157894736842
system,12,0.631578947368421
text,2,0.10526315789473684
user,5,0.2631578947368421
apparatus,6,0.3157894736842105
application,8,0.42105263157894735
care,3,0.15789473684210525
case,2,0.10526315789473684
classification,3,0.15789473684210525
condition,2,0.10526315789473684
effect,1,0.05263157894736842
health,5,0.2631578947368421
period,3,0.15789473684210525
provider,2,0.10526315789473684
technology,2,0.10526315789473684
time,6,0.3157894736842105
assistance,1,0.05263157894736842
control,2,0.10526315789473684
detection,2,0.10526315789473684
exercise,2,0.10526315789473684
generation,2,0.10526315789473684
model,2,0.10526315789473684
motion,2,0.10526315789473684
output,1,0.05263157894736842
program,5,0.2631578947368421
segment,1,0.05263157894736842
store,2,0.10526315789473684
value,2,0.10526315789473684
person,2,0.10526315789473684
request,4,0.21052631578947367
response,4,0.21052631578947367
content,2,0.10526315789473684
resource,1,0.05263157894736842
server,4,0.21052631578947367
activity,1,0.05263157894736842
amount,1,0.05263157894736842
aspect,1,0.05263157894736842
indicator,1,0.05263157894736842
invention,2,0.10526315789473684
order,1,0.05263157894736842
state,1,0.05263157894736842
type,1,0.05263157894736842
context,1,0.05263157894736842
determine,1,0.05263157894736842
mechanism,2,0.10526315789473684
report,1,0.05263157894736842
connection,1,0.05263157894736842
end,1,0.05263157894736842
member,1,0.05263157894736842
cloud,2,0.10526315789473684
medication,1,0.05263157894736842
service,2,0.10526315789473684
use,1,0.05263157894736842
acquisition,3,0.15789473684210525
communication,3,0.15789473684210525
computer,4,0.21052631578947367
data,2,0.10526315789473684
evaluation,2,0.10526315789473684
facility,1,0.05263157894736842
instruction,2,0.10526315789473684
network,1,0.05263157894736842
process,3,0.15789473684210525
signal,2,0.10526315789473684
feature,1,0.05263157894736842
module,2,0.10526315789473684
plurality,1,0.05263157894736842
sample,1,0.05263157894736842
determination,1,0.05263157894736842
diagnosis,1,0.05263157894736842
heart,1,0.05263157894736842
rate,1,0.05263157894736842
subject,1,0.05263157894736842
database,1,0.05263157894736842
disclosure,1,0.05263157894736842
healthcare,2,0.10526315789473684
list,1,0.05263157894736842
message,1,0.05263157894736842
session,1,0.05263157894736842
client,1,0.05263157894736842
configuration,1,0.05263157894736842
disease,1,0.05263157894736842
patient,2,0.10526315789473684
point,1,0.05263157894736842
prediction,1,0.05263157894736842
record,1,0.05263157894736842
result,1,0.05263157894736842
set,1,0.05263157894736842
administration,1,0.05263157894736842
code,1,0.05263157894736842
dispenser,1,0.05263157894736842
machine,1,0.05263157894736842
management,2,0.10526315789473684
product,2,0.10526315789473684
series,1,0.05263157894736842
event,1,0.05263157894736842
imaging,1,0.05263157894736842
item,1,0.05263157894736842
range,1,0.05263157894736842
relationship,1,0.05263157894736842
action,1,0.05263157894736842
generate,1,0.05263157894736842
outcome,1,0.05263157894736842
