keyword,count,perc
care,1,0.030303030303030304
cost,1,0.030303030303030304
device,15,0.45454545454545453
effect,2,0.06060606060606061
embodiment,2,0.06060606060606061
factor,1,0.030303030303030304
health,1,0.030303030303030304
healthcare,2,0.06060606060606061
information,31,0.9393939393939394
list,4,0.12121212121212122
medication,33,1.0
method,19,0.5757575757575758
platform,1,0.030303030303030304
prescription,9,0.2727272727272727
process,5,0.15151515151515152
query,1,0.030303030303030304
selection,1,0.030303030303030304
storage,6,0.18181818181818182
system,27,0.8181818181818182
user,6,0.18181818181818182
access,8,0.24242424242424243
emergency,1,0.030303030303030304
event,3,0.09090909090909091
group,1,0.030303030303030304
patient,11,0.3333333333333333
profile,2,0.06060606060606061
provide,2,0.06060606060606061
step,4,0.12121212121212122
aspect,3,0.09090909090909091
comparison,1,0.030303030303030304
database,4,0.12121212121212122
machine,5,0.15151515151515152
management,4,0.12121212121212122
medium,4,0.12121212121212122
memory,2,0.06060606060606061
parameter,2,0.06060606060606061
processor,4,0.12121212121212122
analysis,2,0.06060606060606061
attribute,2,0.06060606060606061
camera,2,0.06060606060606061
circuitry,2,0.06060606060606061
compliance,4,0.12121212121212122
computer,9,0.2727272727272727
feature,2,0.06060606060606061
identifier,3,0.09090909090909091
monitoring,5,0.15151515151515152
time,6,0.18181818181818182
container,11,0.3333333333333333
identification,7,0.21212121212121213
image,5,0.15151515151515152
label,4,0.12121212121212122
network,3,0.09090909090909091
plurality,7,0.21212121212121213
delivery,2,0.06060606060606061
determination,1,0.030303030303030304
determine,2,0.06060606060606061
notification,2,0.06060606060606061
status,3,0.09090909090909091
entry,1,0.030303030303030304
application,2,0.06060606060606061
circuit,3,0.09090909090909091
location,1,0.030303030303030304
monitor,1,0.030303030303030304
protocol,1,0.030303030303030304
sensor,4,0.12121212121212122
server,1,0.030303030303030304
signal,2,0.06060606060606061
transmission,2,0.06060606060606061
transmit,2,0.06060606060606061
client,3,0.09090909090909091
portion,3,0.09090909090909091
dosage,4,0.12121212121212122
engine,1,0.030303030303030304
order,2,0.06060606060606061
type,3,0.09090909090909091
volume,1,0.030303030303030304
base,1,0.030303030303030304
control,3,0.09090909090909091
indication,2,0.06060606060606061
module,2,0.06060606060606061
station,2,0.06060606060606061
store,1,0.030303030303030304
substance,1,0.030303030303030304
adherence,4,0.12121212121212122
content,1,0.030303030303030304
display,3,0.09090909090909091
element,1,0.030303030303030304
instruction,2,0.06060606060606061
message,2,0.06060606060606061
pill,2,0.06060606060606061
result,2,0.06060606060606061
state,1,0.030303030303030304
communication,2,0.06060606060606061
condition,2,0.06060606060606061
controller,1,0.030303030303030304
distribution,2,0.06060606060606061
frequency,1,0.030303030303030304
interface,1,0.030303030303030304
power,1,0.030303030303030304
technology,1,0.030303030303030304
input,1,0.030303030303030304
unit,3,0.09090909090909091
alert,1,0.030303030303030304
remote,1,0.030303030303030304
software,1,0.030303030303030304
test,1,0.030303030303030304
algorithm,1,0.030303030303030304
model,2,0.06060606060606061
prediction,1,0.030303030303030304
vector,1,0.030303030303030304
component,1,0.030303030303030304
dispenser,1,0.030303030303030304
interaction,2,0.06060606060606061
treatment,1,0.030303030303030304
use,2,0.06060606060606061
combination,1,0.030303030303030304
rate,1,0.030303030303030304
form,1,0.030303030303030304
product,3,0.09090909090909091
program,4,0.12121212121212122
secure,1,0.030303030303030304
acquisition,1,0.030303030303030304
apparatus,5,0.15151515151515152
detector,1,0.030303030303030304
member,1,0.030303030303030304
presence,1,0.030303030303030304
administration,2,0.06060606060606061
function,1,0.030303030303030304
risk,1,0.030303030303030304
position,1,0.030303030303030304
response,2,0.06060606060606061
example,1,0.030303030303030304
invention,1,0.030303030303030304
structure,1,0.030303030303030304
accordance,1,0.030303030303030304
property,1,0.030303030303030304
record,1,0.030303030303030304
amount,2,0.06060606060606061
configuration,1,0.030303030303030304
field,1,0.030303030303030304
schedule,1,0.030303030303030304
mechanism,1,0.030303030303030304
tool,1,0.030303030303030304
level,1,0.030303030303030304
measure,1,0.030303030303030304
pharmacy,1,0.030303030303030304
report,1,0.030303030303030304
therapy,1,0.030303030303030304
housing,1,0.030303030303030304
number,1,0.030303030303030304
screen,1,0.030303030303030304
capture,1,0.030303030303030304
person,1,0.030303030303030304
request,1,0.030303030303030304
